pickup_datetime,pickup_lat,pickup_lon,payment_method,dropoff_datetime,dropoff_lat,dropoff_lon,fare_amount
2025-01-20 19:48:23.850374,18.47300521482911,73.88435406885344,UPI,2025-01-20 20:15:23.850374,18.401040322077787,73.88282932295182,196.83677288864092
2025-01-20 15:12:23.850374,18.41090327711902,73.91454110624461,UPI,2025-01-20 16:04:23.850374,18.383857912519787,73.98787714983999,257.40856996621375
2025-01-18 20:38:23.850374,18.496305439516906,73.95038872911677,Wallet,2025-01-18 21:24:23.850374,18.50112446265152,73.89017470620662,232.42682792898503
2025-01-13 08:23:23.850374,18.530711752629426,73.8894517966515,Cash,2025-01-13 09:28:23.850374,18.555725537253743,73.86050511976761,223.2275658649416
2025-01-20 23:05:23.850374,18.58425848142998,73.97606488263318,UPI,2025-01-21 00:20:23.850374,18.487322250015083,73.9854148735098,325.20400627489903
2025-01-18 10:35:23.850374,18.440305618230163,73.87281194464566,UPI,2025-01-18 11:22:23.850374,18.48980529062894,73.96501887082589,291.6769998246042
2025-01-12 17:10:23.850374,18.567806243599524,73.83719723499388,Cash,2025-01-12 17:39:23.850374,18.491942646060796,73.86577721229341,208.4828386356855
2024-12-26 12:49:23.850374,18.628807198628902,73.78657737772681,Cash,2024-12-26 13:23:23.850374,18.533996791470354,73.69511407085777,293.32676227494585
2025-01-14 22:44:23.850374,18.448788299395105,73.95946187433854,Card,2025-01-14 23:57:23.850374,18.408397759011876,73.94096365648544,263.20038111652667
2025-01-21 13:35:23.850374,18.437355056487483,73.8442356825075,UPI,2025-01-21 14:46:23.850374,18.466814844722236,73.89263240429199,274.8775124784825
2025-01-12 23:38:23.850374,18.572112578514044,73.8338580721883,UPI,2025-01-13 00:27:23.850374,18.638643455981114,73.7490569372195,282.15969987303777
2025-01-01 00:11:23.850374,18.46120521757636,73.88898312170421,Cash,2025-01-01 00:24:23.850374,18.48436532871119,73.83153887886924,162.18987979320693
2025-01-02 22:53:23.850374,18.495634332305716,73.86902063939478,UPI,2025-01-02 23:52:23.850374,18.594955151604644,73.96673806089211,354.56505232262344
2025-01-09 18:19:23.850374,18.41860030078907,73.76940630754727,Cash,2025-01-09 19:38:23.850374,18.319962577987567,73.70115012387696,369.3097434354147
2024-12-30 19:24:23.850374,18.477935132571293,73.95798819016075,UPI,2024-12-30 19:49:23.850374,18.45717417807841,73.9551148589213,124.69335721400797
2025-01-11 05:47:23.850374,18.44831336492961,73.77808436818468,Cash,2025-01-11 06:33:23.850374,18.35736363960291,73.70221684777948,308.4908648454802
2025-01-02 05:43:23.850374,18.47664813954827,73.86910255163853,Wallet,2025-01-02 07:13:23.850374,18.52215067393046,73.87537819909757,289.4246103673596
2025-01-21 16:11:23.850374,18.556919326701127,73.83312766090212,UPI,2025-01-21 17:10:23.850374,18.643831575027328,73.7886674989151,290.8674170130771
2025-01-03 19:45:23.850374,18.5318370829563,73.78414254527122,Cash,2025-01-03 20:48:23.850374,18.462653264900702,73.72449522523257,306.382423833833
2024-12-31 21:13:23.850374,18.46783537931938,73.82264738952809,Wallet,2024-12-31 22:33:23.850374,18.560060285567214,73.84171225919741,330.94957081826476
2025-01-12 03:02:23.850374,18.507994289281232,73.97092886098123,UPI,2025-01-12 03:51:23.850374,18.567923083863402,74.02107719795875,247.81946991135476
2024-12-27 00:27:23.850374,18.41966126629493,73.97469534506897,Cash,2024-12-27 00:59:23.850374,18.443192486304294,74.01758723086542,185.00680507364257
2025-01-14 09:51:23.850374,18.47370558761749,73.77816813874101,Cash,2025-01-14 10:16:23.850374,18.465752953344456,73.7592615315513,122.56447668005535
2024-12-29 07:40:23.850374,18.56620638480105,73.98589720283339,Cash,2024-12-29 08:46:23.850374,18.4723458606422,73.99726073115653,316.73854819590673
2025-01-04 16:22:23.850374,18.592575690905072,73.93595560988564,UPI,2025-01-04 16:56:23.850374,18.596402101516297,73.95000401003657,130.00945128673607
2025-01-19 03:26:23.850374,18.438114647322138,73.87568464012575,Cash,2025-01-19 03:39:23.850374,18.355938685964286,73.97428533696701,240.50827962561604
2024-12-24 20:06:23.850374,18.56508512132998,73.93056243047414,UPI,2024-12-24 20:22:23.850374,18.603754723922588,73.9808442200394,175.04151706100063
2024-12-30 19:10:23.850374,18.58452262065683,73.94994395455267,UPI,2024-12-30 20:16:23.850374,18.540947791095196,73.89745573665647,280.93568037435637
2025-01-01 16:43:23.850374,18.434114111773784,73.85789122673388,UPI,2025-01-01 17:23:23.850374,18.403763244974304,73.76269531606117,269.14356008800286
2025-01-21 00:20:23.850374,18.61814586634669,73.77370731206722,UPI,2025-01-21 00:48:23.850374,18.546365551044193,73.79838501878578,202.26287316521552
2025-01-15 22:32:23.850374,18.501201716193055,73.86133517857233,UPI,2025-01-15 23:54:23.850374,18.44112013215143,73.89634811096496,301.4090718702891
2025-01-06 18:02:23.850374,18.612946747208916,73.86656648094714,Cash,2025-01-06 18:23:23.850374,18.516214357125172,73.89473069634019,221.5459905273999
2025-01-01 11:31:23.850374,18.465827686931515,73.94206112839308,Cash,2025-01-01 12:41:23.850374,18.37057665609464,73.97904475230868,316.11395862481436
2025-01-19 03:57:23.850374,18.56826327754262,73.85442040158453,Card,2025-01-19 04:59:23.850374,18.633980556774784,73.79272042034219,290.717773634392
2024-12-24 18:23:23.850374,18.62202149682026,73.77313444287897,UPI,2024-12-24 18:48:23.850374,18.648295912855577,73.80566187619435,157.82335418443049
2024-12-28 14:44:23.850374,18.464438268532724,73.84407865734188,Cash,2024-12-28 15:03:23.850374,18.411700895118262,73.79456151899134,180.2731692194281
2025-01-12 20:26:23.850374,18.61578339264063,73.87517716162289,UPI,2025-01-12 21:00:23.850374,18.709180186941836,73.77844375719812,289.7291143518198
2025-01-06 10:37:23.850374,18.43101575824656,73.9156321701324,UPI,2025-01-06 11:55:23.850374,18.529151702906187,73.98987540621079,366.44172062490657
2025-01-01 10:11:23.850374,18.445789808451057,73.76657895956322,UPI,2025-01-01 11:36:23.850374,18.453064773059406,73.75950416760558,232.93654994204223
2025-01-08 04:06:23.850374,18.576656119548186,73.87740444950559,Card,2025-01-08 05:12:23.850374,18.568879280774137,73.83597993189096,231.56431302613836
2025-01-03 01:47:23.850374,18.43115294350393,73.8040670063363,Card,2025-01-03 02:41:23.850374,18.438147814681045,73.90138958235384,288.79907203355765
2025-01-02 14:53:23.850374,18.441036989063726,73.7501637309494,Card,2025-01-02 15:06:23.850374,18.4520656739699,73.78160807246152,129.2460421462682
2025-01-14 17:38:23.850374,18.481212526164818,73.76716475100679,UPI,2025-01-14 18:03:23.850374,18.50588109858652,73.83972524511087,201.16999567761977
2025-01-22 11:25:23.850374,18.51612729959306,73.77255944860703,Card,2025-01-22 11:35:23.850374,18.448645496033667,73.7430760253776,163.9371143052345
2025-01-13 09:48:23.850374,18.453189230318735,73.82299534240704,UPI,2025-01-13 10:01:23.850374,18.523060163930648,73.85750420862603,182.00757395647403
2024-12-24 22:20:23.850374,18.443659272957067,73.78746581414019,Card,2024-12-24 23:33:23.850374,18.35404326389912,73.69909317256612,364.17889724310584
2025-01-08 11:03:23.850374,18.478500192306967,73.90379284056887,Cash,2025-01-08 11:46:23.850374,18.445844182343375,73.94115057890548,193.70356631218596
2024-12-24 17:16:23.850374,18.472370382512967,73.79091748886489,Cash,2024-12-24 17:48:23.850374,18.415497475812817,73.78364930758651,182.22736465588576
2025-01-17 13:48:23.850374,18.613383740983586,73.78211808361014,UPI,2025-01-17 14:47:23.850374,18.704820326478046,73.68978262444926,333.15399889043954
2025-01-22 04:24:23.850374,18.4216682914968,73.89260996674182,Cash,2025-01-22 05:35:23.850374,18.5054018055757,73.95827645778766,339.46989267607563
2025-01-05 04:26:23.850374,18.593263395412155,73.84881413539198,Cash,2025-01-05 04:44:23.850374,18.522382835560048,73.9343758071736,227.59217975322528
2025-01-13 17:34:23.850374,18.458743350680546,73.80488987936705,UPI,2025-01-13 17:48:23.850374,18.506920843138985,73.77220715304074,149.6935467531663
2025-01-02 22:42:23.850374,18.494155882450098,73.85516136257738,UPI,2025-01-02 23:10:23.850374,18.569463819349945,73.92006921538015,234.96517739719746
2024-12-30 18:54:23.850374,18.589117058648455,73.85880451752868,Cash,2024-12-30 20:24:23.850374,18.55740411219466,73.89830035590637,294.94540870485287
2024-12-31 21:22:23.850374,18.538511270180067,73.91770357578936,Cash,2024-12-31 22:36:23.850374,18.624758960693008,74.00833653331635,361.37698716914196
2025-01-10 14:14:23.850374,18.634771312230818,73.95940031300326,Card,2025-01-10 14:55:23.850374,18.645702721227178,74.02882064962274,217.356315905512
2025-01-21 10:21:23.850374,18.496943530072773,73.97085972044127,UPI,2025-01-21 11:49:23.850374,18.45620215029599,73.98503441310174,283.25202755540107
2024-12-31 01:55:23.850374,18.51064861961717,73.97385198661516,Cash,2024-12-31 02:58:23.850374,18.43120536811033,73.90103957681332,328.5048299384449
2025-01-11 18:34:23.850374,18.42547200238892,73.88825770920239,Cash,2025-01-11 18:55:23.850374,18.3851862536914,73.87990770966245,150.9962497259844
2025-01-05 07:38:23.850374,18.58857613640549,73.96439824260786,Card,2025-01-05 08:06:23.850374,18.50568015559344,73.99601574855714,218.9089975723952
2025-01-22 08:00:23.850374,18.57525569060784,73.9575312603806,Cash,2025-01-22 09:30:23.850374,18.628178921828397,73.9922278223284,307.6746095001389
2025-01-22 10:44:23.850374,18.457932979167143,73.92868139890122,UPI,2025-01-22 11:16:23.850374,18.525912766070576,73.95762186864806,221.583283402012
2025-01-22 08:44:23.850374,18.57660322306019,73.87501224647714,Card,2025-01-22 09:56:23.850374,18.49599396859141,73.82044011048316,329.0197998154819
2025-01-22 11:16:23.850374,18.50141291467268,73.96328212073085,Cash,2025-01-22 12:31:23.850374,18.43149378450692,74.01329537790721,310.7279337766012
2025-01-21 23:23:23.850374,18.525169445858822,73.76532268279975,UPI,2025-01-22 00:27:23.850374,18.544869056900534,73.8486051215457,291.0081857169402
2025-01-12 12:09:23.850374,18.48144012797422,73.86858726141799,Cash,2025-01-12 12:52:23.850374,18.5614831240641,73.78748696215042,295.53291793171246
2025-01-06 09:40:23.850374,18.588751781976796,73.78284273677791,Cash,2025-01-06 10:58:23.850374,18.534161830270296,73.8127296616452,292.8917374764483
2025-01-05 00:18:23.850374,18.570577984039932,73.7987241423528,Wallet,2025-01-05 01:24:23.850374,18.48278656183324,73.7993807243244,293.0521350866612
2024-12-30 12:21:23.850374,18.63126414175909,73.78807114247752,UPI,2024-12-30 12:49:23.850374,18.54007760511964,73.72109160735569,250.94326052676433
2024-12-30 06:06:23.850374,18.51936480556359,73.75945540855236,Cash,2024-12-30 06:47:23.850374,18.47357351363808,73.69231056765177,241.6820361948747
2025-01-21 13:06:23.850374,18.59321334486266,73.92383177464393,UPI,2025-01-21 13:42:23.850374,18.673999052426836,73.8957504532525,233.44480044209214
2025-01-04 20:04:23.850374,18.443714724986787,73.77291436812297,UPI,2025-01-04 20:15:23.850374,18.534011639170963,73.70747853363757,227.11291673831
2024-12-30 21:32:23.850374,18.483568767810095,73.79122963851924,Card,2024-12-30 22:17:23.850374,18.488850397655757,73.8787811293365,252.7123122434986
2025-01-09 06:48:23.850374,18.60050632978182,73.77723414168466,Cash,2025-01-09 07:36:23.850374,18.60702881015671,73.79277539085672,164.97452259383775
2025-01-06 06:13:23.850374,18.53994976898058,73.89465806598074,Cash,2025-01-06 06:27:23.850374,18.59204210252331,73.9912566021023,229.62187542008212
2025-01-18 00:23:23.850374,18.48704192775304,73.75063819529754,Cash,2025-01-18 01:01:23.850374,18.425051423994084,73.7228266579352,225.07418921235413
2025-01-04 01:30:23.850374,18.463866185339974,73.7687489134326,UPI,2025-01-04 01:45:23.850374,18.45739626351071,73.81747733117355,145.1719335704802
2024-12-27 22:45:23.850374,18.427918386474172,73.88992454560481,UPI,2024-12-27 23:37:23.850374,18.44254703151244,73.96749908561075,254.42271398383022
2025-01-14 11:20:23.850374,18.571982022672586,73.853195502656,UPI,2025-01-14 11:55:23.850374,18.472281134051777,73.81376108735368,263.3862802055852
2024-12-31 01:17:23.850374,18.58542232138394,73.91634248851867,Cash,2024-12-31 01:54:23.850374,18.672002274205358,73.92355623293795,243.8830883750095
2025-01-04 15:59:23.850374,18.50237478776026,73.85240515579422,UPI,2025-01-04 16:48:23.850374,18.46966985406788,73.93620761140863,264.8655662823277
2024-12-30 05:57:23.850374,18.417324841695073,73.96626159270477,Card,2024-12-30 06:20:23.850374,18.429776720102844,74.05924353962695,215.9523250576622
2025-01-01 04:35:23.850374,18.55703559262407,73.84700474539999,Card,2025-01-01 05:57:23.850374,18.493499654474892,73.84219613235102,294.4451614196787
2025-01-11 17:05:23.850374,18.475098099354504,73.95154533009793,Card,2025-01-11 17:55:23.850374,18.401301455642482,74.0352786001402,290.980542774447
2025-01-01 01:03:23.850374,18.445553985847496,73.8180276340152,Wallet,2025-01-01 01:18:23.850374,18.512872442371286,73.76078708738862,207.64310554707325
2025-01-11 23:28:23.850374,18.611032973048175,73.90080509016344,UPI,2025-01-11 23:57:23.850374,18.629320179293416,73.95776130274685,191.34353142864583
2025-01-14 15:41:23.850374,18.62279660411642,73.92858408820953,UPI,2025-01-14 15:54:23.850374,18.662720307160047,74.00383307497836,196.47708658436676
2024-12-26 01:53:23.850374,18.43169854820142,73.75978840259083,Card,2024-12-26 02:47:23.850374,18.359178342232322,73.78822448126245,267.72294938702623
2024-12-25 23:11:23.850374,18.550671200949072,73.95453630575665,Cash,2024-12-26 00:21:23.850374,18.53784947608934,73.98730293513073,242.1744952033377
2024-12-25 06:34:23.850374,18.414969053557687,73.78766647434047,UPI,2024-12-25 06:59:23.850374,18.452643423792388,73.80747467161395,155.51451084875936
2025-01-14 04:21:23.850374,18.6026087211192,73.7520438732196,Cash,2025-01-14 04:47:23.850374,18.64538056323111,73.76197368937976,150.59592952882485
2025-01-20 18:10:23.850374,18.530873302392383,73.80043978130985,Wallet,2025-01-20 19:40:23.850374,18.483806082849732,73.70489922625137,374.69071284228403
2025-01-17 19:59:23.850374,18.499807346339292,73.96020962450817,Cash,2025-01-17 20:11:23.850374,18.438595050457046,73.92568117686012,176.5170623958115
2025-01-13 17:33:23.850374,18.548459318593594,73.76076964918602,Card,2025-01-13 17:52:23.850374,18.5674406933238,73.7804793540148,117.03057321289623
2025-01-22 01:31:23.850374,18.63264566341148,73.77754214945908,UPI,2025-01-22 02:32:23.850374,18.669774962374436,73.73253901601824,240.91240958229787
2024-12-30 01:04:23.850374,18.62957020033492,73.92520323788811,UPI,2024-12-30 01:55:23.850374,18.63235013329033,73.96292443214296,209.9854764290929
2025-01-05 17:41:23.850374,18.622857629242397,73.99465075139446,Card,2025-01-05 18:11:23.850374,18.70270896868964,74.03373275979466,234.16619287798
2025-01-22 06:21:23.850374,18.509820100208433,73.97908461592095,UPI,2025-01-22 07:44:23.850374,18.4961109206155,74.02015528023342,264.60470341305216
2025-01-21 01:00:23.850374,18.536556715889805,73.88029853089098,UPI,2025-01-21 01:21:23.850374,18.545576064958798,73.9677398841098,209.0968261787137
2025-01-16 23:06:23.850374,18.508532728546324,73.75535733898435,Cash,2025-01-16 23:35:23.850374,18.413041789443763,73.79964138828171,242.6819204943104
2025-01-01 12:13:23.850374,18.604471906160704,73.76686363235731,Card,2025-01-01 13:14:23.850374,18.54887823713208,73.67406260781974,309.6822964036373
2025-01-10 17:48:23.850374,18.52820059921283,73.85253844605107,Cash,2025-01-10 18:05:23.850374,18.44053666534527,73.90954873603866,216.56428229293456
2025-01-02 05:09:23.850374,18.460915548226943,73.90766416535308,Card,2025-01-02 05:57:23.850374,18.440566592520618,73.91943141263269,180.32963655270805
2025-01-04 21:49:23.850374,18.456407206332905,73.8928272036919,UPI,2025-01-04 23:01:23.850374,18.50460687338379,73.9878964979368,326.8861634870856
2025-01-09 22:13:23.850374,18.604946496510937,73.98939983100968,Cash,2025-01-09 22:40:23.850374,18.68779061692464,74.07485554344072,266.1733780062126
2025-01-11 08:15:23.850374,18.56221557646061,73.78216387208924,Cash,2025-01-11 08:51:23.850374,18.60031624089191,73.85625160414978,241.80826997383733
2025-01-04 02:14:23.850374,18.590486895158445,73.94676225560087,Cash,2025-01-04 02:42:23.850374,18.640803261157185,73.92446188688993,178.40336289788098
2024-12-26 17:14:23.850374,18.542927139135234,73.79786356597877,Cash,2024-12-26 18:21:23.850374,18.451017130138844,73.73538186462817,340.859706127905
2024-12-29 04:48:23.850374,18.559343210554847,73.81645650183735,Cash,2024-12-29 05:32:23.850374,18.64193263118897,73.75329558955436,274.16369086143936
2025-01-13 05:28:23.850374,18.54408197206413,73.98553805708124,UPI,2025-01-13 06:21:23.850374,18.631936996015863,73.9534576416485,272.89934743673894
2025-01-13 01:36:23.850374,18.456509758968764,73.88622788154981,Cash,2025-01-13 01:46:23.850374,18.39539823022951,73.8257354212181,192.34199818159914
